name,meaning,gender,origin
Jessamyn,A flower name from the older form Jessamine.,F,Arabic
Jessamyn,A flower name from the older form Jessamine.,F,French
Jesse,Jehovah exists. In the bible Jesse was shepherd-father of King David. Also used for girls.,M,English
Jesse,Wealthy,M,Hebrew
Jessee,,M,Unknown
Jessemy,"Flower: sensitive, and fragile.",F,Hebrew
Jessey,Variant of Jesse Jehovah exists.,M,Hebrew
Jessica,Rich,F,Hebrew
Jessie,Rich,F,Hebrew
Jessie,Wealthy: Variant of Jesse Jehovah exists.,M,Hebrew
Jessy,Variant of Jesse Jehovah exists.,M,Hebrew
Jesus,Abbreviation of Joshua from the Hebrew name Jehoshua meaning Jehovah is salvation.,M,Hebrew
Jesus,Named for Jesus,M,Spanish
Jesusa,Named for Jesus,F,Spanish
Jethro,Overflowing: abundance. In the bible the Midian priest Jethro was Moses' father-in-law. Jett: (Hebrew/English) Variant of Hebrew Jethro overflowing: abundance.),M,Hebrew
Jett,"Excellence, abundance, riches.",M,Hebrew
Jewel,Jewel,F,French
Jeyce,Alternate Spelling: Jace. Healer.,F,Unknown
Jezebel,Impure,F,Hebrew
Jia Li,good and beautiful,F,Chinese
Jiang Li,river beautiful,F,Chinese
Jianna,God is Gracious.,F,Italian
Jiao,beautiful; handsome; tender; lovely; charming,F,Chinese
Jibade,related to royalty,M,Egyptian
Jibril,Archangel,M,Arabic
Jiera,Beautiful one,F,American
Jifunza,Swahili name meaning &quot;teach oneself.&quot;,F,African
Jihad,struggle; holy war,M,Arabic
Jilian,Jove's child. Variant of Gillian from the masculine Julian.,F,English
Jilienne,Alternate Spelling: Jillian. Young Child.,F,Latin
Jill,girl,F,English
Jill,Girl: Abbreviation of Jillian or Gillian. Jove's child.,F,English
Jillanne,Jove's child. Variant of Gillian from the masculine Julian.,F,English
Jillayne,Jove's child. Variant of Gillian from the masculine Julian.,F,English
Jillene,Jove's child. Variant of Gillian from the masculine Julian.,F,English
Jillesa,Jove's child. Variant of Gillian from the masculine Julian.,F,English
Jillian,Jove's child. Variant of Gillian from the masculine Julian.,F,English
Jilliane,Jove's child. Variant of Gillian from the masculine Julian.,F,English
Jilliann,Jove's child. Variant of Gillian from the masculine Julian.,F,English
Jilliann,Jove's child. Variant of Gillian from the masculine Julian.,M,English
Jillianna,Jove's child. Variant of Gillian from the masculine Julian.,F,English
Jillianne,Jove's child. Variant of Gillian from the masculine Julian.,F,English
Jilly,Abbreviation of Jillian or Gillian. Jove's child.,F,English
Jilt,money,M,Dutch
Jim,Supplanter,M,Hebrew
Jim,Variant of Jacob Supplanter.,M,English
Jimena,Heard,F,Spanish
Jimi,Modern feminine of Jimmy.,F,English
Jimiyu,Luhya of Kenya name meaning &quot;born during the dry season.&quot;,M,African
Jimmi,Modern feminine of Jimmy.,F,English
Jimmie,Variant of Jacob Supplanter.,M,English
Jimmy,Supplanter,M,Hebrew
Jimmy,Variant of Jacob Supplanter.,M,English
Jin,gold,F,Chinese
Jineen,Diminutive form of Jane or Jeanne.,F,French
Jing,crystal; sparkling,F,Chinese
Jinni,Variation of Jenny which is a diminutive of Jane and Jennifer.,F,English
Jinny,Variation of Jenny which is a diminutive of Jane and Jennifer.,F,English
Jinny,Variation of Jenny which is a diminutive of Jane and Jennifer.,M,English
Jirair,hard-working,M,Armenian
Jiri,farmer,M,Greek
Jiri,Zezuru of Zimbabwe name meaning &quot;forest of wild fruits.&quot;,M,African
Jirina,feminine form of Jirka (farmer),F,Czechoslovakian
Jirka,farmer,M,Czechoslovakian
Jiro,second son,M,Japanese
Jiro,Second son.,M,Japanese
Jiselle,Pledge. Phonetic spelling of Giselle.,F,English
Jivanta,gives life,F,Indian
Jiya,Piece of heart,F,"urdu,indian"
Jizelle,,F,Unknown
Jo,Abbreviation of names like Joanna and Josephine. Also used as a prefix in compound names like Jobeth and Jolisa.,F,English
Joachim,God prepares,M,Hebrew
Joah,,M,Unknown
Joan,Feminine of John.,F,English
Joan,Gift from God,F,Hebrew
Joana,the Lord is gracious,F,Romanian
Joana,Variant of Joan.,F,English
Joandra,Strong and Courageous. God is Gracious.,F,Unknown
Joanie,Variant of Joan.,F,English
Joanie,Variant of Joan.,M,English
Joann,Variant of Joan.,F,English
Joanna,Gift from God,F,Hebrew
Joanna,God's gift,F,French
Joanna,Variant of Joan. Feminine of John.,F,English
Joanne,Variant of Joan,F,English
Joanne,Variant of Joan,F,French
Joaquin,Abbreviation of the Hebrew name Jehoichin meaning Jehovah has established. Joaquin Miller the colorful 19th century poet-adventurer of the American west.,M,Spanish
Joaquina,God shall establish,F,Hebrew
Joaquina,Prepared,F,Spanish
Joaquine,God shall establish,F,Hebrew
Joash,Yahweh has given or Yahweh has helped.,M,Hebrew
Job,Persecuted,M,Hebrew
Jobe,Variant of Job persecuted,M,English
Jobe,Variant of Job persecuted,M,Hebrew
Joben,enjoy cleanness,M,Japanese
Jobina,Persecuted,F,Hebrew
Joby,Variant of Job persecuted,M,English
Joby,Variant of Job persecuted,M,Hebrew
Jocasta,myth name (a queen of Thebes),F,Greek
Jocelin,Supplanter,F,Hebrew
Jocelina,Medieval male name adopted as a feminine name.,F,English
Jocelina,Medieval male name adopted as a feminine name.,F,French
Jocelina,Medieval male name adopted as a feminine name.,M,French
Joceline,Medieval male name adopted as a feminine name.,F,English
Joceline,Medieval male name adopted as a feminine name.,F,French
Joceline,Supplanter,F,Hebrew
Jocelyn,Medieval male name adopted as a feminine name.,F,French
Jocelyn,Medieval male name adopted as a feminine name.,M,French
Jocelyn,Playful,F,English
Jocelyn,Supplanter,F,Hebrew
Jocelyne,Medieval male name adopted as a feminine name.,F,French
Jocelyne,Playful: Medieval male name adopted as a feminine name.,F,English
Jocelynn,Medieval male name adopted as a feminine name.,F,English
Jocelynn,Medieval male name adopted as a feminine name.,F,French
Jochebed,God's glory,F,Hebrew
Jocheved,God is glorious,M,Hebrew
Jock,God has been gracious: has shown favor. Based on John or Jacques.,M,Scottish
Jock,Supplanter,M,Hebrew
Joda,A biblical ancestor of Christ.,F,Hebrew
Joda,Feminine of nickname for Joseph and Jude.,F,English
Jodayne,Grace of God,F,Hebrew
Jodee,Feminine of nickname for Joseph and Jude.,F,English
Jodi,Feminine of nickname for Joseph and Jude.,F,English
Jodie,Feminine of nickname for Joseph and Jude.,F,English
Jodie,Praised,F,Hebrew
Jody,Feminine of nickname for Joseph and Jude.,F,English
Jody,Nickname for Joseph and Jude.,M,English
Joe,Abbreviation of Joseph.,M,English
Joeanna,Variant of Joan.,F,English
Joeanne,Variant of Joan.,F,English
Joed,Jehovah is witness. A Biblical name.,M,Hebrew
Joei,Variant of Joeseph. Alternate Spelling: Joie.,F,Unknown
Joel,Strong - willed Jehovah is God. The biblical prophet Joel wrote the Book of Joel.,M,Hebrew
Joel,strong-willed,M,Hebrew
Joeliyn,Jehovah is God. Feminine of Joel.,F,French
Joell,Jehovah is God. Feminine of Joel.,F,French
Joella,Jehovah is God,F,Hebrew
Joella,Jehovah is God. Feminine of Joel.,F,French
Joelle,Jehovah is God,F,Hebrew
Joelle,Jehovah is God. Feminine of Joel.,F,French
Joellen,Jehovah is God. Feminine of Joel.,F,French
Joelliana,Jehovah is God,F,Hebrew
Joelliane,Jehovah is God,F,Hebrew
Joely,Variant of Joel.,F,Unknown
Joen,Gift from God,M,Hebrew
Joey,Abbreviation of Joseph.,M,English
Joff,Unknown,M,Unknown
Johan,German form of John,M,German
Johan,German form of John (God is gracious),M,German
Johan,Gift from God,M,Hebrew
Johanan,God is gracious.,M,Hebrew
Johann,Variant of the Hebrew John Jehovah has been gracious: has shown favor.,M,German
Johanna,German form of Joanna,F,German
Johanna,German form of Joanna (God's gracious gift),F,German
Johanna,Gift from God,F,Hebrew
Johannah,Variant of Joan,F,German
Johannah,Variant of Joan,F,Hebrew
Johanne,legend name JOLGEIR,M,Norse
Johannes,German form of John,M,German
Johara,jewel,F,Arabic
Johfrit,a knight,M,Arthurian
Johfrit,A knight,M,Arthurian Legend
John,Jehovah has been gracious: has shown favor. In the bible John the Baptist baptized Christ in the Jordan river. Variants have been created in almost every language.,M,Hebrew
John,,gift from God,M,Hebrew
Johnathan,Jehovah has given. In the bible Jonathan son of King Saul was noted for manliness: generosity and unselfishness. He saved David's life when Saul would have killed him.,M,Hebrew
Johnathon,Jehovah has given. In the bible Jonathan son of King Saul was noted for manliness: generosity and unselfishness. He saved David's life when Saul would have killed him.,M,Hebrew
Johnell,,M,Unknown
Johnelle,Modern feminine of John and Jon.,F,English
Johnetta,Modern feminine of John and Jon.,F,English
Johnette,Modern feminine of John and Jon.,F,English
Johnn,Variant of the Hebrew John Jehovah has been gracious: has shown favor.,M,English
Johnn,Variant of the Hebrew John Jehovah has been gracious: has shown favor.,M,French
Johnna,Modern feminine of John and Jon.,F,English
Johnnie,Modern feminine of John and Jon.,F,English
Johnnie,Modern feminine of John and Jon.,M,English
Johnnie,Variant of the Hebrew John Jehovah has been gracious: has shown favor.,M,French
Johnny,Variant of John or abbreviation of Jonathan Jehovah has been gracious: has shown favor.,M,English
Johnny,Variant of the Hebrew John Jehovah has been gracious: has shown favor.,M,French
John-Paul,Variant of the Hebrew John Jehovah has been gracious: has shown favor.,M,English
John-Paul,Variant of the Hebrew John Jehovah has been gracious: has shown favor.,M,French
Johnson,Son of John,M,Scottish
Johnson,Variant of the Hebrew John Jehovah has been gracious: has shown favor.,M,English
Johnson,Variant of the Hebrew John Jehovah has been gracious: has shown favor.,M,French
Johnston,From John's farm,M,Scottish
Johyna,Persecuted,F,Hebrew
Joi,Rejoicing.,F,English
Joi,Rejoicing.,F,French
Joia,Rejoicing.,F,English
Joia,Rejoicing.,F,French
Joie,Rejoicing.,F,French
Joka,Gift from God,F,Hebrew
Joki,surname meaning &quot;river&quot;,M,Finnish
Jokin,God will establish,M,Hebrew
Jokina,God shall establish,F,Hebrew
Jokine,God shall establish,F,Hebrew
Jola,Jehovah is God,F,Hebrew
Jolan,CountIy,F,German
Jolan,country,F,German
Jolanka,CountIy,F,German
Jolee,Cheerful: pretty.,F,English
Jolee,Cheerful: pretty.,F,French
Joleen,A well-established compound of Jo-,F,English
Joleigh,Cheerful: pretty.,F,English
Joleigh,Cheerful: pretty.,F,French
Jolena,A well-established compound of Jo-,F,English
Jolene,A well-established compound of Jo-,F,English
Joli,Cheerful: pretty.,F,English
Joli,Cheerful: pretty.,F,French
Joli,CountIy,F,German
Jolie,Beautiful,F,French
Jolie,Cheerful: pretty.,F,English
Jolie,Cheerful: pretty.,M,French
Jolina,A well-established compound of Jo-,F,English
Joline,A well-established compound of Jo-,F,English
Jolisa,Gift of beauty.,F,Unknown
Jolleen,A well-established compound of Jo-,F,English
Jollene,A well-established compound of Jo-,F,English
Jolon,Valley of the dead oaks,M,Native American
Jomar,A combination of Joseph and Mary,M,Hebrew
Jomei,spread light,M,Japanese
Jomo,Gikuyu of Kenya name meaning &quot;farmer.&quot;,M,African
Jon,Gift from God,M,Hebrew
Jon,Variant of John or abbreviation of Jonathan Jehovah has been gracious: has shown favor. Sometimes used in the French fashion hyphenated with a second name like Jon-Carlo or Jon-Paul,M,English
Jon,Variant of John or abbreviation of Jonathan Jehovah has been gracious: has shown favor. Sometimes used in the French fashion hyphenated with a second name like Jon-Carlo or Jon-Paul,M,French
Jonah,Dove. In the bible Jonah was on board a ship God caused to sink: sailors traditionally use the name Jonah to personify someone who brings bad luck.,M,Hebrew
Jonalyn,Modern feminine of John and Jon.,F,English
Jonalynn,Modern feminine of John and Jon.,F,English
Jonam,Gift from God,M,Hebrew
Jonas,Dove. Variant of Hebrew Jonah.,M,Spanish
Jonas,Gift from God,M,Hebrew
Jonatan,Gift from God,M,Hebrew
Jonathan,Gift from God,M,Hebrew
Jonathen,Variant of Jonathan.,M,Unknown
Jonathena,Variant of John.,F,Irish
Jonathon,Jehovah has given. In the bible Jonathan son of King Saul was noted for manliness: generosity and unselfishness. He saved David's life when Saul would have killed him.,M,Hebrew
Jonathyn,Variation of Jonathan,M,Unknown
Jonati,Dove,F,Hebrew
Jonay,Modern feminine of John and Jon.,F,English
Jone,Gift from God,F,Hebrew
Jonell,Modern feminine of John and Jon.,F,English
Jonetta,Modern feminine of John and Jon.,F,English
Jonette,Modern feminine of John and Jon.,F,English
Joni,Modern feminine of John and Jon.,F,English
Jonita,Modern feminine of John and Jon.,F,English
Jonn,Variant of John or abbreviation of Jonathan Jehovah has been gracious: has shown favor.,M,English
Jonn,Variant of John or abbreviation of Jonathan Jehovah has been gracious: has shown favor.,M,French
Jonna,Modern feminine of John and Jon.,F,English
Jonnelle,Modern feminine of John and Jon.,F,English
Jonni,Modern feminine of John and Jon.,F,English
Jonni,Modern feminine of John and Jon.,M,English
Jonnie,Modern feminine of John and Jon.,F,English
Jonnie,Variant of John or abbreviation of Jonathan Jehovah has been gracious: has shown favor.,M,English
Jonnie,Variant of John or abbreviation of Jonathan Jehovah has been gracious: has shown favor.,M,French
Joop,God will multiply,M,Hebrew
Joosef,God will multiply,M,Hebrew
Joosep,Finnish form of Joseph (He adds),M,Finnish
Jooseppi,God will multiply,M,Hebrew
Jooseppi,,God will multiply,M,Hebrew
Jopie,God will multiply,M,Hebrew
Jorah,He has reproached. Biblical.,M,Hebrew
Joram,Jehovah is exalted.,M,Hebrew
Joran,The fictional character Jorel father of Superman.,M,English
Jorcina,Variant of Georgina.,F,English
Jordain,Variant of Hebrew Jordan down flowing.,M,English
Jordain,Variant of Hebrew Jordan down flowing.,M,Hebrew
Jordan,Descended,F,Hebrew
Jordan,Flowing down,M,Hebrew
Jordana,Down flowing. The river in Palestine where Jesus was baptized has been used as a given name since the Crusades.,F,Spanish
Jordane,Descended,F,Hebrew
Jordane,Down flowing. The river in Palestine where Jesus was baptized has been used as a given name since the Crusades.,F,French
Jordanna,Variant of the Hebrew Jordan. Down flowing. The river in Palestine where Jesus was baptized has been used as a given name since the Crusades.,F,English
Jordanna,Variant of the Hebrew Jordan. Down flowing. The river in Palestine where Jesus was baptized has been used as a given name since the Crusades.,M,English
Jordanne,Variant of the Hebrew Jordan. Down flowing. The river in Palestine where Jesus was baptized has been used as a given name since the Crusades.,F,English
Jordell,Variant of Hebrew Jordan down flowing.,M,English
Jordell,Variant of Hebrew Jordan down flowing.,M,Hebrew
Jorden,Variant of Hebrew Jordan down flowing.,M,French
Jordi,Variant of Hebrew Jordan down flowing.,M,English
Jordi,Variant of Hebrew Jordan down flowing.,M,Hebrew
Jordon,Variant of Hebrew Jordan down flowing.,M,French
Jordy,Variant of Hebrew Jordan down flowing.,M,English
Jordy,Variant of Hebrew Jordan down flowing.,M,Hebrew
Jordyn,Descended,F,Hebrew
Jordynn,Variant of Jordan.,F,Hebrew
Jore,God will uplift,M,Hebrew
Jorel,The fictional character Jorel father of Superman.,M,English
Jorell,Modern. The fictional character Jorel father of Superman.,M,English
Joren,farmer,M,Danish
Jorge,Spanish form of George farmer,M,Spanish
Jorgelina,Variant of Georgina.,F,English
Jorgen,farmer,M,Danish
Jori,Descending,M,Hebrew
Jori,Variant of the Hebrew Jordan. Down flowing. The river in Palestine where Jesus was baptized has been used as a given name since the Crusades.,F,English
Jorian,The fictional character Jorel father of Superman.,M,English
Jorie,God will uplift,M,Hebrew
Jorim,Jehovah is exalted. An ancestor of Mary.,M,Hebrew
Joris,farmer,M,Danish
Jorja,Modern phonetic variant of Georgia.,F,English
Jorma,farmer,M,Finnish
Jorrel,The fictional character Jorel father of Superman.,M,English
Jorrell,The fictional character Jorel father of Superman.,M,English
Jorryn,"Decended, flowing down",F,Unknown
Jory,farmer.,M,Danish
Jory,God will uplift,M,Hebrew
Josalind,Modern blend of Jocelyn and Rosalind.,F,English
Josalyn,Medieval male name adopted as a feminine name.,F,English
Josalyn,Medieval male name adopted as a feminine name.,F,French
Josalynn,Light Hearted,F,Latin
Josalynn,Medieval male name adopted as a feminine name.,F,English
Josalynn,Medieval male name adopted as a feminine name.,F,French
Josceline,Playful,F,English
Joscelyn,Medieval male name adopted as a feminine name.,F,English
Joscelyn,Medieval male name adopted as a feminine name.,F,French
